id,cast,director
103370,"[""Tyler Perry"", ""Eugene Levy"", ""Denise Richards"", ""Doris Roberts"", ""Devan Leos"", ""Tom Arnold"", ""Danielle Campbell"", ""John Amos"", ""Marla Gibbs"", ""Romeo"", ""Charlie Sheen""]",Tyler Perry
1051,"[""Gene Hackman"", ""Fernando Rey"", ""Roy Scheider"", ""Tony Lo Bianco"", ""Marcel Bozzuffi"", ""Fr\u00e9d\u00e9ric de Pasquale"", ""Bill Hickman"", ""Harold Gary"", ""Arlene Farber"", ""Eddie Egan"", ""Sonny Grosso""]",
376659,[],"Jon Lucas,Scott Moore"
10073,"[""Alyson Hannigan"", ""Adam Campbell"", ""Sophie Monk"", ""Jennifer Coolidge"", ""Fred Willard"", ""Meera Simhan"", ""Eddie Griffin"", ""Marie Matiko"", ""Judah Friedlander"", ""Carmen Electra"", ""Tony Cox"", ""Mauricio Sanchez"", ""Charlie Dell"", ""Beverly Polcyn"", ""Scott Bridges"", ""Dana Seltzer"", ""Tom Lenk"", ""Valery M. Ortiz"", ""Tom Fitzpatrick"", ""Susse Budde"", ""Allison Kyler"", ""Gian Franco Tordi""]","Jason Friedberg,Aaron Seltzer"
16690,"[""Harriet Owen"", ""Blayne Weaver"", ""Jeff Bennett"", ""Kath Soucie"", ""Corey Burton"", ""Corey Burton"", ""Andrew McDonough"", ""Roger Rees"", ""Spencer Breslin"", ""Bradley Pierce"", ""Quinn Beswick"", ""Aaron Spann""]","Robin Budd,Donovan Cook"
273895,[],Ava DuVernay
14873,[],Steve Trenbirth
8968,[],Stephen T. Kay
9963,[],Mennan Yapo
15655,"[""Jim Cummings"", ""Nikita Hopkins"", ""Ken Sansom"", ""John Fiedler"", ""Peter Cullen"", ""Andre Stojka"", ""Kath Soucie"", ""Tom Attenborough""]",
21208,[],Jaume Collet-Serra
272878,"[""Thomas Haden Church"", ""Josh Wiggins"", ""Lauren Graham"", ""Robbie Amell"", ""Mia Xitlali"", ""Luke Kleintank"", ""Jay Hernandez"", ""Joseph Julian Soria"", ""Zeeko Zaki"", ""Edgar Arreola"", ""Christian Brunetti"", ""Jason Davis"", ""Miles Mussenden"", ""Nazareth Dairian"", ""Ethan Alexander McGee"", ""Carlos"", ""Dejon LaQuake"", ""Owen Harn"", ""Kelly Borgnis"", ""Chris Matheny"", ""Pete Burris"", ""Marlo Scheitler"", ""Raymond W. Beal"", ""Joan Q. Scott"", ""Andrene Ward-Hammond"", ""Ian Gregg"", ""Thomas La Marche"", ""Alexander Schuler"", ""Naim Alherimi"", ""Eduardo Gonzalez"", ""David J. Flores"", ""Khamary Grant"", ""Hayley Joplin"", ""Sean Archulet""]",Boaz Yakin
9760,"[""Kal Penn"", ""Adam Campbell"", ""Jennifer Coolidge"", ""Jayma Mays"", ""Faune A. Chambers"", ""Crispin Glover"", ""Tony Cox"", ""H\u00e9ctor Jim\u00e9nez"", ""Darrell Hammond"", ""Carmen Electra"", ""Fred Willard"", ""David Carradine"", ""Kevin McDonald"", ""George Alvarez"", ""Crista Flanagan"", ""Jill Latiano"", ""Irina Voronina"", ""Britten Kelley""]","Jason Friedberg,Aaron Seltzer"
314365,[],Tom McCarthy
13279,"[""Samuel L. Jackson"", ""Patrick Wilson"", ""Kerry Washington"", ""Ron Glass"", ""Justin Chambers"", ""Jay Hernandez"", ""Regine Nehy"", ""Jaishon Fisher"", ""Robert Pine"", ""Keith Loneker"", ""Caleeb Pinkett"", ""Robert Dahey"", ""Ho-Jung"", ""Bitsie Tulloch"", ""Michael Sean Tighe"", ""Vanessa Bell Calloway"", ""Dallas Raines""]",Neil LaBute
1975,"[""Sarah Michelle Gellar"", ""Amber Tamblyn"", ""Edison Chen"", ""Arielle Kebbel"", ""Jennifer Beals"", ""Teresa Palmer"", ""Misako Uno"", ""Sarah Roemer"", ""Matthew Knight"", ""Takako Fuji"", ""Ohga Tanaka"", ""Joanna Cassidy"", ""Christopher Cousins"", ""Paul Jarrett"", ""Jenna Dewan"", ""Eve Gordon"", ""Ryo Ishibashi"", ""Shaun Sipos"", ""Paul Jarrett"", ""Gwenda Lorenzetti"", ""Takashi Matsuyama""]",Takashi Shimizu
33644,[],Kevin Rodney Sullivan
1649,[],Peter Hewitt
9895,"[""Robin Williams"", ""Christopher Walken"", ""Laura Linney"", ""Lewis Black"", ""Jeff Goldblum"", ""Tina Fey"", ""Faith Daniels"", ""David Alpay"", ""Amy Poehler"", ""Chris Matthews"", ""James Carville"", ""Doug Murray"", ""Rick Roberts"", ""Karen Hines"", ""Cathleen Crier"", ""Linda Kash"", ""David Nichols"", ""David Ferry"", ""Dmitry Chepovetsky"", ""Brandon Firla"", ""Mark Andrada"", ""Sasha Roiz"", ""Jeff Mallory"", ""Kim Roberts"", ""Jacqueline Pillon"", ""Zoe Doyle"", ""Chris Gillett"", ""Marcia Laskowski""]",Barry Levinson
9570,"[""Maximilian Schell"", ""Anthony Perkins"", ""Robert Forster"", ""Joseph Bottoms"", ""Ernest Borgnine"", ""Yvette Mimieux"", ""Tom McLoughlin"", ""Roddy McDowall"", ""Slim Pickens""]",Gary Nelson
27579,"[""George Clooney"", ""Violante Placido"", ""Thekla Reuten"", ""Paolo Bonacelli"", ""Johan Leysen"", ""Irina Bj\u00f6rklund"", ""Anna Foglietta"", ""Lars Hjelm"", ""Bj\u00f6rn Granath"", ""Silvana Bosi"", ""Guido Palliggiano"", ""Giorgio Gobbi"", ""Samuli Vauramo"", ""Antonio Rampino"", ""Filippo Timi"", ""Isabelle Adriani"", ""Ilaria Cramerotti"", ""Angelica Novak"", ""Sandro Dori"", ""Raffaele Serao""]",Anton Corbijn
16052,"[""Jennifer Lopez"", ""Edward James Olmos"", ""Constance Marie"", ""Jon Seda"", ""Lupe Ontiveros"", ""Jackie Guerra"", ""Jacob Vargas"", ""Seidy L\u00f3pez"", ""Rebecca Lee Meza"", ""Victoria Elena Flores"", ""Rafael Tamayo"", ""George Perez""]",Gregory Nava
40264,"[""Chris Riggi"", ""Matt Lanter"", ""Jenn Proske"", ""Ken Jeong"", ""Bradley Dodds"", ""Kelsey Ford"", ""Arielle Kebbel"", ""Jun Hee Lee"", ""Mike Mayhall"", ""Krystal Mayo"", ""Nick Eversman"", ""David DeLuise"", ""Dave Foley"", ""Jeff Witzke"", ""Crista Flanagan"", ""Zane Holtz"", ""Anneliese van der Pol"", ""Diedrich Bader"", ""Charlie Weber"", ""Michael Hanson"", ""Marcelle Baer""]","Jason Friedberg,Aaron Seltzer"
1164,[],Alejandro González Iñárritu
239678,"[""Jason Bateman"", ""Tina Fey"", ""Adam Driver"", ""Rose Byrne"", ""Corey Stoll"", ""Kathryn Hahn"", ""Connie Britton"", ""Timothy Olyphant"", ""Abigail Spencer"", ""Dax Shepard"", ""Jane Fonda"", ""Ben Schwartz"", ""Aaron Lazar"", ""Debra Monk"", ""Cade Lappin"", ""Will Swenson"", ""Carol Schultz"", ""Kevin McCormick"", ""Evan Wadle"", ""Olivia Oguma"", ""Barbara Spiegel"", ""Gerry Vichi"", ""Cheryl Stern"", ""Beth Leavel"", ""Carly Brooke"", ""Michael Bryan French"", ""Lance Roberts"", ""Carolyn Seiff"", ""Brahm Schenkman"", ""Mia Fram Davidson"", ""Crystal Anne Dickinson"", ""Kenneth De Abrew"", ""Oakes Fegley""]",Shawn Levy
14359,[],John Patrick Shanley
3989,"[""Trey Parker"", ""Matt Stone"", ""Kristen Miller"", ""Masasa Moyo"", ""Daran Norris"", ""Maurice LaMarche""]",
76617,"[""Alexandra Daddario"", ""Dan Yeager"", ""Bill Moseley"", ""Marilyn Burns"", ""Tania Raymonde"", ""Trey Songz"", ""Scott Eastwood"", ""Richard Riehle"", ""Shaun Sipos"", ""Thom Barry"", ""Keram Malicki-S\u00e1nchez"", ""Sue Rock"", ""Paul Rae"", ""Gunnar Hansen"", ""John Dugan"", ""Dodie Brown"", ""Kari J. Kramer"", ""Sam McKinzie"", ""James MacDonald"", ""Elena Sanchez""]",John Luessenhop
1710,[],Jon Amiel
4258,[],
20391,[],Joshua Logan
10139,[],Gus Van Sant
335778,[],Kevin Reynolds
9645,"[""Gabriel Byrne"", ""Julianna Margulies"", ""Desmond Harrington"", ""Ron Eldard"", ""Isaiah Washington"", ""Karl Urban"", ""Emily Browning"", ""Francesca Rettondini"", ""Bob Ruggiero"", ""Jamie Giddens"", ""Alex Dimitriades""]",
55465,[],Todd Strauss-Schulson
617,[],John McNaughton
19904,"[""Dylan Walsh"", ""Sela Ward"", ""Penn Badgley"", ""Amber Heard"", ""Sherry Stringfield"", ""Paige Turco"", ""Jon Tenney"", ""Nancy Linehan Charles"", ""Marcuis Harris"", ""Braeden Lemasters"", ""Deirdre Lovejoy"", ""Skyler Samuels"", ""Blue Deckert"", ""Jason Wiles"", ""Jessalyn Gilsig""]",Nelson McCormick
48289,"[""Helen Mirren"", ""Ciar\u00e1n Hinds"", ""Tom Wilkinson"", ""Jessica Chastain"", ""Sam Worthington"", ""Marton Csokas"", ""Jesper Christensen"", ""Romi Aboulafia"", ""Adar Beck""]",John Madden
243,[],Stephen Frears
6933,"[""Shannyn Sossamon"", ""Edward Burns"", ""Ana Claudia Talanc\u00f3n"", ""Ray Wise"", ""Azura Skye"", ""Johnny Lewis"", ""Jason Beghe"", ""Margaret Cho"", ""Meagan Good"", ""Rhoda Griffis"", ""Dawn Dininger"", ""Ariel Winter"", ""Sarah Jean Kubik"", ""Raegan Lamb"", ""Karen Beyer"", ""Alana Locke"", ""Dave Spector"", ""Mary Lynn Owen"", ""Roy McCrerey"", ""Kate Kneeland""]",
17182,[],John Schlesinger
8848,"[""Jason Statham"", ""Saffron Burrows"", ""Stephen Campbell Moore"", ""Daniel Mays"", ""James Faulkner"", ""Alki David"", ""Michael Jibson"", ""Georgia Taylor"", ""Richard Lintern"", ""Peter Bowles"", ""Alistair Petrie"", ""Hattie Morahan"", ""Julian Lewis Jones"", ""Andrew Brooke"", ""Rupert Frazer"", ""Keeley Hawes"", ""Don Gallagher"", ""Craig Fairbrass"", ""Gerard Horan"", ""David Suchet"", ""Peter de Jersey"", ""Colin Salmon"", ""Sharon Maughan"", ""Angus Wright"", ""Dylan Charles"", ""Julian Firth"", ""Antony Gabriel""]",
38,[],Michel Gondry
38303,"[""Kristen Bell"", ""Sigourney Weaver"", ""Betty White"", ""Kristin Chenoweth"", ""Odette Annable"", ""Jamie Lee Curtis"", ""Christine Lakin"", ""Cloris Leachman"", ""James Wolk"", ""Victor Garber"", ""Kyle Bornheimer"", ""Sean Wing"", ""Patrick Duffy"", ""Ashley Fink"", ""Henry G. Sanders""]",Andy Fickman
1266,[],David Ayer
107985,[],Edgar Wright
14043,[],Andrew Fleming
19901,[],
34016,"[""Alice Eve"", ""Jay Baruchel"", ""Mike Vogel"", ""Krysten Ritter"", ""Debra Jo Rupp"", ""Lindsay Sloane"", ""Kim Shaw"", ""Geoff Stults"", ""T.J. Miller"", ""Nate Torrence"", ""Kyle Bornheimer"", ""Jasika Nicole"", ""Adam LeFevre"", ""Andrew Daly""]",Jim Field Smith
59860,"[""Selena Gomez"", ""Katie Cassidy"", ""Cory Monteith"", ""Leighton Meester"", ""Andie MacDowell"", ""Luke Bracey"", ""Richard Rifkin"", ""Pierre Boulanger"", ""Pierre Boulanger"", ""Brett Cullen"", ""Val\u00e9rie Lemercier"", ""Catherine Tate"", ""Christophe Malavoy"", ""Giulio Berruti"", ""M\u00e1t\u00e9 Haumann"", ""Attila \u00c1rpa""]",Thomas Bezucha
10069,"[""Jon Foster"", ""Samaire Armstrong"", ""Frankie Muniz"", ""Jimmi Simpson"", ""Wendell Pierce"", ""Milo Ventimiglia"", ""Sophia Bush"", ""Adam Goldberg"", ""Billy Slaughter"", ""Nicole Oppermann"", ""April Wood"", ""Rio Hackford"", ""Billy Louviere"", ""Monica Monica"", ""Maria Kalinina"", ""Rick Green"", ""J. Richey Nash"", ""Lauren Lorbeck"", ""Veronica Mosgrove"", ""James Haven""]",William Brent Bell
9588,[],
12819,"[""Hayden Panettiere"", ""Justin Long"", ""Dennis Hopper"", ""Christina Ricci"", ""Danny Glover"", ""Christine Lakin"", ""Vicki Lewis"", ""Bitsie Tulloch"", ""Eric Price"", ""Kevin Sussman"", ""Chris Carmack"", ""Brian Donovan""]","Ben Gluck,Anthony Bell"
9954,[],Renny Harlin
10115,"[""Jeff Bridges"", ""Missy Peregrym"", ""Vanessa Lengies"", ""Maddy Curley"", ""Nikki SooHoo"", ""Kellan Lutz"", ""John Patrick Amedori"", ""Jon Gries"", ""Gia Carides"", ""Polly Holliday"", ""Mio Dzakula"", ""Svetlana Efremova"", ""Annie Corley"", ""Tim Daggett"", ""Bart Conner"", ""Julie Warner"", ""Tarah Paige"", ""Elfi Schlegel"", ""Brian Gattas"", ""Harrison Wills"", ""Calli Ryals""]",Jessica Bendinger
25132,"[""Jimmy Bennett"", ""Kat Dennings"", ""Jolie Vanier"", ""William H. Macy"", ""James Spader"", ""Jon Cryer"", ""Jake Short"", ""Trevor Gagnon"", ""Devon Gearhart"", ""Rebel Rodriguez"", ""Leo Howard"", ""Racer Rodriguez"", ""Rocket Rodriguez"", ""John Chilleri"", ""Josh Christman"", ""Joshua Drew"", ""Zach Irsik"", ""Ryan Lee"", ""Christina Lehner"", ""James Leonardo Mayberry"", ""Micaela Phillips"", ""Bella Perryman"", ""Cambell Westmoreland"", ""Zoe Webb"", ""Cameron R. Murphy"", ""Henry J. Smith 3rd"", ""Cameron Wofford"", ""Alexis Woods"", ""Leslie Mann""]",Robert Rodriguez
577,"[""Nicole Kidman"", ""Matt Dillon"", ""Joaquin Phoenix"", ""Casey Affleck"", ""Illeana Douglas"", ""Alison Folland"", ""Dan Hedaya"", ""Wayne Knight"", ""David Cronenberg"", ""Kurtwood Smith"", ""Holland Taylor"", ""Susan Traylor"", ""Maria Tucci"", ""Tim Hopper""]",Gus Van Sant
328387,[],
12690,"[""Viggo Mortensen"", ""Ed Harris"", ""Ren\u00e9e Zellweger"", ""Jeremy Irons"", ""Timothy Spall"", ""Lance Henriksen"", ""Timothy V. Murphy"", ""Robert Jauregui"", ""Luce Rains"", ""Gabriel Marantz"", ""Cerris Morgan-Moyer"", ""James Gammon"", ""Tom Bower"", ""Ariadna Gil""]",Ed Harris
9945,"[""James Woods"", ""Daniel Baldwin"", ""Sheryl Lee"", ""Thomas Ian Griffith"", ""Maximilian Schell"", ""Tim Guinee"", ""Mark Boone Junior"", ""Gregory Sierra"", ""Cary-Hiroyuki Tagawa"", ""Thomas Rosales, Jr."", ""Clarke Coleman"", ""Mark Sivertsen""]",John Carpenter
539,[],Alfred Hitchcock
13596,[],Howard Deutch
226857,[],Shana Feste
13159,"[""Jane Fonda"", ""Lindsay Lohan"", ""Felicity Huffman"", ""Dermot Mulroney"", ""Cary Elwes"", ""Garrett Hedlund"", ""H\u00e9ctor Elizondo"", ""Dylan McLaughlin"", ""Zachary Gordon"", ""Laurie Metcalf"", ""Hope Alexander-Willis""]",Garry Marshall
47941,"[""Chevy Chase"", ""Carrie Fisher"", ""Eve Arden"", ""Joseph Maher"", ""Robert Donner"", ""Billy Barty"", ""Mako"", ""Cork Hubbert"", ""Pat McCormick"", ""Adam Arkin"", ""Richard Stahl"", ""Peter Isacksen"", ""Jack Kruschen"", ""Bennett Ohta"", ""Jerry Maren""]",Steve Rash
526,[],
22796,"[""Jim Carrey"", ""Ashley Judd"", ""Ian Michael Smith"", ""Joseph Mazzello"", ""Oliver Platt""]",Mark Steven Johnson
2355,[],Mike Binder
5915,[],Sean Penn
9842,[],Todd Phillips
61012,"[""Adelaide Clemens"", ""Kit Harington"", ""Sean Bean"", ""Carrie-Anne Moss"", ""Radha Mitchell"", ""Deborah Kara Unger"", ""Malcolm McDowell"", ""Martin Donovan"", ""Heather Marks"", ""Roberto Campanella"", ""Erin Pitt"", ""Peter Outerbridge"", ""Jefferson Brown"", ""Milton Barnes"", ""Rachel Sellan"", ""Arlene Duncan"", ""Boyd Banks"", ""Jacky Lai"", ""James Kirchner"", ""Conrad Bergschneider"", ""Darren Josephs"", ""Peter Schoelier""]",Michael J. Bassett
755,[],Robert Rodriguez
13682,"[""Jim Cummings"", ""John Fiedler"", ""Nikita Hopkins"", ""Kath Soucie"", ""Ken Sansom"", ""Peter Cullen"", ""Brenda Blethyn"", ""Kyle Stanger""]",Frank Nissen
9089,"[""Holly Hunter"", ""Robert Downey Jr."", ""Anne Bancroft"", ""Charles Durning"", ""Claire Danes"", ""Dylan McDermott"", ""Geraldine Chaplin"", ""Steve Guttenberg"", ""David Strathairn"", ""Cynthia Stevenson""]",Jodie Foster
9470,[],Stephen Chow
18357,[],
7979,[],Marc Forster
470,[],Alejandro González Iñárritu
15644,"[""Cole Hauser"", ""Robin Tunney"", ""Dennis Farina"", ""Daniel Baldwin"", ""Tom Sizemore"", ""Tom Hollander"", ""Chris Rock"", ""Mel Gibson"", ""Matthew McConaughey"", ""Vince Vaughn""]",Paul Abascal
9582,"[""Jason Lee"", ""Julia Stiles"", ""Selma Blair"", ""James Brolin"", ""Shawn Hatosy"", ""Lochlyn Munro"", ""Diana Scarwid"", ""David Koechner"", ""Julie Hagerty"", ""Thomas Lennon"", ""Jackie Burroughs"", ""Jay Brazeau"", ""Fred Ewanuick"", ""Lisa Calder"", ""Noel Fisher"", ""Matthew Walker""]",Chris Koch
10642,"[""Jason Biggs"", ""Mena Suvari"", ""Zak Orth"", ""Thomas Sadoski"", ""Jimmi Simpson"", ""Greg Kinnear"", ""Dan Aykroyd"", ""Twink Caplan"", ""Bobby Slayton"", ""Mollie Israel"", ""Robert Miano"", ""Colleen Camp"", ""Andy Dick"", ""Steven Wright"", ""Brian Backer"", ""Taylor Negron""]",Amy Heckerling
22074,"[""Michael Moore"", ""Thora Birch"", ""William Black"", ""Elijah Cummings"", ""Baron Hill"", ""Marcy Kaptur"", ""Wallace Shawn"", ""Elizabeth Warren"", ""Peter Zalewski""]",Michael Moore
2428,[],
290751,"[""Chiwetel Ejiofor"", ""Nicole Kidman"", ""Julia Roberts"", ""Dean Norris"", ""Lyndon Smith"", ""Michael Kelly"", ""Mark Famiglietti"", ""Zoe Graham"", ""Don Harvey"", ""Ross Partridge"", ""Joe Cole""]",Billy Ray
13805,[],"Jason Friedberg,Aaron Seltzer"
4597,"[""Columbus Short"", ""Laurence Fishburne"", ""Skeet Ulrich"", ""Amaury Nolasco"", ""Matt Dillon"", ""Jean Reno"", ""Fred Ward"", ""Milo Ventimiglia"", ""Andre Kinney"", ""Andrew Fiscella"", ""Nick Jameson"", ""Glenn Taranto"", ""Lorna Raver"", ""Garry Guerrier"", ""Robert Harvey"", ""Shawn Devorse""]",Nimród Antal
9414,[],Jon Amiel
63492,[],Mark Mylod
81796,"[""Guy Pearce"", ""Maggie Grace"", ""Joseph Gilgun"", ""Lennie James"", ""Peter Stormare"", ""Vincent Regan"", ""Jacky Ido"", ""Yan Dron"", ""Tim Plester"", ""Nick Harding"", ""Dan Savier"", ""Damijan Oklopdzic"", ""Bojan Peri\u0107""]","Stephen St. Leger,James Mather"
10710,"[""Ben Stiller"", ""Jack Black"", ""Rachel Weisz"", ""Christopher Walken"", ""Amy Poehler"", ""Ariel Gade"", ""Sam Lerner"", ""Lily Jackson"", ""Connor Matheus"", ""Hector Elias"", ""Angee Hughes"", ""Manny Kleinmuntz"", ""Blue Deckert"", ""John Gavigan"", ""Terry Bozeman"", ""Brian Reddy"", ""E.J. Callahan"", ""Edith Jefferson"", ""Tom McCleister"", ""Tumbleweed"", ""John Marrott"", ""Ofer Samra"", ""Daniel Lugo"", ""Frank Roman"", ""Randall Bosley"", ""Amy Higgins"", ""Curtis Andersen"", ""Maricela Ochoa"", ""Tara Karsian"", ""Ted Rooney"", ""Douglas Roberts"", ""Melissa Pouk"", ""Ashlynn Rose"", ""Hannah Rosenberg"", ""Atiana Coons-Parker"", ""Jacob Greenblatt"", ""Cayden Boyd"", ""Nicholas Sugimoto"", ""Jaye K. Danford"", ""Gustavo Hernandez"", ""Kent Shocknek"", ""Tracy Dixon""]",Barry Levinson
15092,"[""Jason Statham"", ""Amy Smart"", ""Dwight Yoakam"", ""Efren Ramirez"", ""Julanne Chidi Hill"", ""Jose Pablo Cantillo"", ""Reno Wilson"", ""Keone Young"", ""Art Hsu"", ""Joseph Julian Soria"", ""Bai Ling"", ""Clifton Collins Jr"", ""David Carradine"", ""Corey Haim"", ""Geri Halliwell"", ""William Brent"", ""Jamie Harris"", ""John de Lancie"", ""Ho-Kwan Tse"", ""Anne Girard"", ""Yeva-Genevieve Lavlinski"", ""Nick Manning"", ""Jenna Haze"", ""Reid Harper"", ""Glenn Howerton"", ""David Rubin"", ""Chester Bennington""]",
11382,"[""John Cusack"", ""Dianne Wiest"", ""Jennifer Tilly"", ""Chazz Palminteri"", ""Mary-Louise Parker"", ""Jack Warden"", ""Rob Reiner"", ""Tracey Ullman"", ""Joe Viterelli"", ""Jim Broadbent"", ""Harvey Fierstein""]",Woody Allen
15005,[],Michael O. Sajbel
8198,[],Phillip Noyce
6963,"[""Nicolas Cage"", ""Michael Caine"", ""Hope Davis"", ""Gemmenne de la Pe\u00f1a"", ""Nicholas Hoult"", ""Michael Rispoli"", ""Gil Bellows"", ""Judith McConnell"", ""Chris Marrs"", ""Bryant Gumbel"", ""Ed McMahon""]",Gore Verbinski
15070,[],Walter Hill
12797,"[""Ricky Gervais"", ""Greg Kinnear"", ""T\u00e9a Leoni"", ""Billy Campbell"", ""Jordan Carlos"", ""DeQuina Moore"", ""Joseph Badalucco Jr."", ""Brian Hutchison"", ""Julia K. Murney"", ""Claire Lautier"", ""Aasif Mandvi"", ""Kristen Wiig"", ""Joey Mazzarino"", ""Aaron Tveit"", ""Danai Gurira"", ""Audrie Neenan"", ""Deborah S. Craig"", ""Betty Gilpin"", ""Brad Oscar"", ""Bridget Moloney"", ""Raymond J. Lee"", ""Tyree Michael Simpson"", ""Kathleen Landis"", ""Dylan Clark Marshall""]",David Koepp
17134,[],
41402,[],Matt Reeves
18885,[],Charles T. Kanganis
4953,"[""Jack Black"", ""Yasiin Bey"", ""Danny Glover"", ""Mia Farrow"", ""Marcus Carl Franklin"", ""Arjay Smith"", ""Paul Dinello"", ""Melonie Diaz"", ""Sigourney Weaver""]",Michel Gondry
10773,[],Stephen Frears
146198,"[""Casey Affleck"", ""Chiwetel Ejiofor"", ""Woody Harrelson"", ""Kate Winslet"", ""Anthony Mackie"", ""Aaron Paul"", ""Norman Reedus"", ""Gal Gadot"", ""Teresa Palmer"", ""Clifton Collins Jr"", ""Michelle Ang"", ""Luis Da Silva Jr."", ""Michael Kenneth Williams"", ""Terence Rosemore"", ""Terri Abney"", ""Alexander Babara"", ""Anthony Belevtsov"", ""Blake McLennan"", ""Michael Harding"", ""Labrandon Shead"", ""Carlos Aviles"", ""Ian Casselberry"", ""E. Roger Mitchell"", ""Armando Alonzo"", ""Karen Kaia Livers"", ""Igor Komar"", ""Stephen Vining""]",John Hillcoat
2639,[],Woody Allen
10563,"[""Matthew Perry"", ""Neve Campbell"", ""Dylan McDermott"", ""Oliver Platt"", ""Cylk Cozart"", ""John C. McGinley"", ""Bob Balaban"", ""Deborah Rush"", ""Kelly Rowan"", ""Rick Gomez"", ""Patrick Van Horn"", ""David Ramsey"", ""Kent Staines"", ""Roger Dunn""]",Damon Santostefano
295964,"[""Bradley Cooper"", ""Sienna Miller"", ""Lily James"", ""Alicia Vikander"", ""Uma Thurman"", ""Emma Thompson"", ""Matthew Rhys"", ""Daniel Br\u00fchl"", ""Sarah Greene"", ""Omar Sy"", ""Sam Keeley"", ""Chelsea Li"", ""Riccardo Scamarcio"", ""Christopher Heskey"", ""Erica Emm""]",John Wells
5971,"[""Robert De Niro"", ""Sean Penn"", ""Demi Moore"", ""Hoyt Axton"", ""Bruno Kirby"", ""Ray McAnally"", ""James Russo"", ""Wallace Shawn"", ""John C. Reilly"", ""Bill Murdoch"", ""Richard Newman""]",Neil Jordan
9716,[],
11835,[],
26171,"[""Robert De Niro"", ""Drew Barrymore"", ""Kate Beckinsale"", ""Sam Rockwell"", ""Melissa Leo"", ""Damian Young"", ""James Frain"", ""Katherine Moennig"", ""Brendan Sexton III"", ""James Murtaugh"", ""Austin Lysy"", ""Chandler Frantz"", ""Lily Mo Sheen"", ""Seamus Davey-Fitzpatrick"", ""Lucian Maisel"", ""Jason Harris""]",Kirk Jones
31117,[],Bob Clark
9074,"[""Samuel L. Jackson"", ""Eugene Levy"", ""Luke Goss"", ""Miguel Ferrer"", ""Susie Essman"", ""Anthony Mackie"", ""Gigi Rice"", ""Rachael Crawford"", ""Philip Akin"", ""Christopher Murray"", ""Joel S. Keller"", ""John Hemphill"", ""Kathryn Greenwood"", ""George Ghali"", ""Matt Cooke"", ""Joe Sacco"", ""Neville Edwards"", ""Scott Wickware"", ""Tomorrow Baldwin Montgomery"", ""Geoffrey Bowes"", ""Carrie Cain-Sparks"", ""Leni Parker"", ""Randy Butcher""]",Les Mayfield
14396,"[""Cedric the Entertainer"", ""Lucy Liu"", ""Nicollette Sheridan"", ""Mark Dacascos"", ""Callum Keith Rennie"", ""Niecy Nash"", ""DeRay Davis"", ""Kevin McNulty"", ""Bart Anderson"", ""Tom Butler"", ""Robert Clarke"", ""Rick Tae"", ""Michael Boston""]",Les Mayfield
15673,[],Michael Lembeck
42618,[],Bob Fosse
171274,[],Paul Thomas Anderson
24432,"[""Daniel Tay"", ""Jimmy Fallon"", ""Jon Stewart"", ""Whoopi Goldberg"", ""William H. Macy"", ""Bill Hader"", ""Judi Dench"", ""Chevy Chase"", ""Kylie Minogue"", ""Ian McKellen"", ""Kevin Smith"", ""John Krasinski"", ""Heidi Brook Myers"", ""Cory Edwards""]","Frank Passingham,Dave Borthwick,Jean Duval"
109417,[],Benson Lee
13948,[],David Zucker
106747,"[""Danny Trejo"", ""Mel Gibson"", ""Amber Heard"", ""Michelle Rodriguez"", ""Sof\u00eda Vergara"", ""Jessica Alba"", ""Tom Savini"", ""Lady Gaga"", ""Vanessa Hudgens"", ""Cuba Gooding Jr."", ""Demi\u00e1n Bichir"", ""Charlie Sheen"", ""Antonio Banderas"", ""Walton Goggins"", ""William Sadler"", ""Crystal Martinez"", ""Alexa PenaVega"", ""Billy Blair"", ""Marko Zaror"", ""Marci Madison"", ""Alejandro Antonio"", ""Callie Hernandez""]",Robert Rodriguez
10929,"[""Crispin Glover"", ""R. Lee Ermey"", ""Laura Harring"", ""Jackie Burroughs"", ""Ashlyn Gere"", ""William S. Taylor""]",
14220,"[""Steve Zahn"", ""Allen Covert"", ""Jonah Hill"", ""Kevin Heffernan"", ""Ashley Scott"", ""Peter Dante"", ""Harry Hamlin"", ""Robert Patrick"", ""Joe Don Baker"", ""Blake Clark"", ""Justin Long"", ""Jeff Garlin"", ""Ernest Borgnine"", ""Oliver Hudson"", ""Jake Abel"", ""Jason Sandler""]",Fred Wolf
46435,[],Mike Leigh
